                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    mpki                             |      19.22 |      11.33 |      11.15 |      11.96 |      10.81 |      11.87 |      11.01 |      11.31 |      11.04 |      10.94 |      12.12 |      11.46 |      11.67 |      11.14 |      10.92 |      11.40
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4591 |       3681 |       3603 |       3801 |       2920 |       3922 |       3443 |       3601 |       3659 |       3711 |       3725 |       3366 |       3170 |       3848 |       3365 |       3605
    num cache misses                 |       3905 |       3016 |       2893 |       3090 |       2345 |       3138 |       2752 |       2905 |       3008 |       3032 |       3009 |       2620 |       2477 |       3110 |       2691 |       2899
    miss rate                        |     85.06% |     81.93% |     80.29% |     81.29% |     80.31% |     80.01% |     79.93% |     80.67% |     82.21% |     81.70% |     80.78% |     77.84% |     78.14% |     80.82% |     79.97% |     80.42%
    mpki                             |      19.30 |      11.39 |      11.21 |      12.03 |      10.88 |      11.94 |      11.08 |      11.39 |      11.10 |      11.00 |      12.19 |      11.54 |      11.75 |      11.20 |      10.99 |      11.47
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4591 |       3681 |       3603 |       3801 |       2920 |       3922 |       3443 |       3601 |       3659 |       3711 |       3725 |       3366 |       3170 |       3848 |       3365 |       3605
    num cache misses                 |       3905 |       3016 |       2893 |       3090 |       2345 |       3138 |       2752 |       2905 |       3008 |       3032 |       3009 |       2620 |       2477 |       3110 |       2691 |       2899
    miss rate                        |     85.06% |     81.93% |     80.29% |     81.29% |     80.31% |     80.01% |     79.93% |     80.67% |     82.21% |     81.70% |     80.78% |     77.84% |     78.14% |     80.82% |     79.97% |     80.42%
    mpki                             |      19.30 |      11.39 |      11.21 |      12.03 |      10.88 |      11.94 |      11.08 |      11.39 |      11.10 |      11.00 |      12.19 |      11.54 |      11.75 |      11.20 |      10.99 |      11.47
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      23859 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     107.19 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      53.76 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     66.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1338 |       1347 |       1273 |       1349 |       1047 |       1340 |       1247 |       1308 |       1415 |       1359 |       1293 |       1099 |       1096 |       1392 |       1159 |       1277
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1615 |        881 |        798 |        856 |        645 |        882 |        738 |        766 |        814 |        872 |        838 |        684 |        597 |        836 |        735 |        771
