                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    mpki                             |       9.67 |       9.77 |       9.50 |       9.58 |       8.78 |       8.49 |       8.18 |       7.90 |       8.62 |       8.29 |       7.87 |       8.70 |       8.22 |       7.99 |       8.28 |       8.04
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4049 |       4884 |       3987 |       4033 |       4393 |       4485 |       4452 |       4006 |       4313 |       3932 |       4059 |       3989 |       3903 |       4248 |       4324 |       3325
    num cache misses                 |       2314 |       3154 |       2271 |       2309 |       2531 |       2521 |       2662 |       2298 |       2607 |       2263 |       2279 |       2272 |       2256 |       2510 |       2645 |       1857
    miss rate                        |     57.15% |     64.58% |     56.96% |     57.25% |     57.61% |     56.21% |     59.79% |     57.36% |     60.45% |     57.55% |     56.15% |     56.96% |     57.80% |     59.09% |     61.17% |     55.85%
    mpki                             |       6.73 |       7.38 |       6.54 |       6.59 |       6.08 |       5.76 |       5.81 |       5.55 |       6.23 |       5.78 |       5.35 |       6.03 |       5.82 |       5.65 |       6.02 |       5.70
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       2835 |       3746 |       2785 |       2823 |       3137 |       3134 |       3243 |       2813 |       3218 |       2824 |       2845 |       2850 |       2833 |       3094 |       3240 |       2410
    num cache misses                 |       2243 |       3090 |       2210 |       2229 |       2476 |       2479 |       2620 |       2251 |       2558 |       2221 |       2232 |       2214 |       2213 |       2459 |       2596 |       1829
    miss rate                        |     79.12% |     82.49% |     79.35% |     78.96% |     78.93% |     79.10% |     80.79% |     80.02% |     79.49% |     78.65% |     78.45% |     77.68% |     78.12% |     79.48% |     80.12% |     75.89%
    mpki                             |       6.52 |       7.23 |       6.36 |       6.37 |       5.95 |       5.66 |       5.72 |       5.43 |       6.12 |       5.67 |       5.24 |       5.88 |       5.71 |       5.54 |       5.90 |       5.62
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       6690 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      63.72 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      10.29 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     22.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        235 |        511 |        210 |        214 |        433 |        390 |        413 |        396 |        479 |        390 |        355 |        357 |        395 |        435 |        457 |        293
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        651 |       1052 |        600 |        560 |        685 |        691 |        721 |        557 |        713 |        568 |        612 |        594 |        568 |        734 |        680 |        444
