                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    mpki                             |       1.96 |       1.95 |       1.81 |       1.82 |       1.85 |       1.82 |       1.74 |       1.86 |       1.97 |       1.90 |       1.77 |       1.80 |       1.73 |       1.72 |       1.91 |       1.67
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13041 |      13664 |      11542 |      12664 |      12294 |      12703 |      11193 |      13134 |      13669 |      13365 |       9008 |      12034 |      10275 |      10294 |      13021 |       8901
    num cache misses                 |      10467 |      11204 |       9215 |      10260 |       9631 |      10066 |       8676 |      10394 |      11087 |      11143 |       6812 |       9697 |       7899 |       7892 |       9844 |       6782
    miss rate                        |     80.26% |     82.00% |     79.84% |     81.02% |     78.34% |     79.24% |     77.51% |     79.14% |     81.11% |     83.37% |     75.62% |     80.58% |     76.88% |     76.67% |     75.60% |     76.19%
    mpki                             |       1.75 |       1.76 |       1.62 |       1.63 |       1.61 |       1.60 |       1.52 |       1.62 |       1.77 |       1.73 |       1.54 |       1.61 |       1.51 |       1.50 |       1.59 |       1.48
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |         88 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     172.39 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     118.96 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          4 |          3 |          3 |          4 |          3 |          3 |          3 |          3 |          3 |          3 |          3 |          3 |          3 |          3 |          3 |          5
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4217 |       3760 |       2427 |       2290 |       3357 |       3206 |       2566 |       3177 |       4405 |       3674 |       1624 |       2373 |       2527 |       2397 |       3791 |       1812
