                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    miss rate                        |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12%
    mpki                             |       0.06 |       0.03 |       0.04 |       0.04 |       0.05 |       0.06 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.04 |       0.04 |       0.03 |       0.04 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     132354 |     236263 |     207917 |     218601 |     173881 |     126581 |     246637 |     178273 |     255381 |     259780 |     255525 |     214752 |     192044 |     231569 |     200930 |     253540
    num cache misses                 |       2127 |       2695 |       2408 |       2582 |       1972 |       1485 |       2877 |       2063 |       3017 |       2975 |       2997 |       2693 |       2462 |       2750 |       2259 |       3002
    miss rate                        |      1.61% |      1.14% |      1.16% |      1.18% |      1.13% |      1.17% |      1.17% |      1.16% |      1.18% |      1.15% |      1.17% |      1.25% |      1.28% |      1.19% |      1.12% |      1.18%
    mpki                             |       8.66 |       5.94 |       6.07 |       6.17 |       6.00 |       6.34 |       6.07 |       6.11 |       6.14 |       5.94 |       6.09 |       6.56 |       6.74 |       6.19 |       5.90 |       6.15
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       2585 |       3068 |       2837 |       2950 |       2333 |       1872 |       3256 |       2450 |       3400 |       3348 |       3358 |       3070 |       2856 |       3126 |       2606 |       3373
    num cache misses                 |       2142 |       2710 |       2423 |       2597 |       1987 |       1500 |       2892 |       2078 |       3032 |       2989 |       3012 |       2708 |       2477 |       2765 |       2274 |       3017
    miss rate                        |     82.86% |     88.33% |     85.41% |     88.03% |     85.17% |     80.13% |     88.82% |     84.82% |     89.18% |     89.28% |     89.70% |     88.21% |     86.73% |     88.45% |     87.26% |     89.45%
    mpki                             |       8.72 |       5.98 |       6.11 |       6.21 |       6.04 |       6.41 |       6.10 |       6.16 |       6.17 |       5.97 |       6.12 |       6.60 |       6.79 |       6.23 |       5.94 |       6.18
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       2585 |       3068 |       2837 |       2950 |       2333 |       1872 |       3256 |       2450 |       3400 |       3348 |       3358 |       3070 |       2856 |       3126 |       2606 |       3373
    num cache misses                 |       2142 |       2710 |       2423 |       2597 |       1987 |       1500 |       2892 |       2078 |       3032 |       2989 |       3012 |       2708 |       2477 |       2765 |       2274 |       3017
    miss rate                        |     82.86% |     88.33% |     85.41% |     88.03% |     85.17% |     80.13% |     88.82% |     84.82% |     89.18% |     89.28% |     89.70% |     88.21% |     86.73% |     88.45% |     87.26% |     89.45%
    mpki                             |       8.72 |       5.98 |       6.11 |       6.21 |       6.04 |       6.41 |       6.10 |       6.16 |       6.17 |       5.97 |       6.12 |       6.60 |       6.79 |       6.23 |       5.94 |       6.18
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      27072 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      89.88 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      36.45 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     60.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        938 |       1771 |       1531 |       1689 |       1258 |        807 |       1866 |       1310 |       1840 |       1949 |       1895 |       1799 |       1601 |       1885 |       1532 |       1921
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        766 |        579 |        502 |        548 |        418 |        337 |        636 |        427 |        771 |        680 |        733 |        549 |        518 |        552 |        439 |        729
