                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache misses                 |         24 |         25 |         24 |         25 |         24 |         26 |         25 |         26 |         25 |         25 |         26 |         26 |         25 |         25 |         25 |         25
    miss rate                        |      0.12% |      0.13% |      0.12% |      0.13% |      0.12% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     950951 |     950747 |     950774 |     950849 |     951021 |     951009 |     950910 |     950901 |     951192 |     950618 |     951165 |     950792 |     950986 |     950798 |     950918 |     950728
    num cache misses                 |       2791 |       2668 |       2710 |       2720 |       2909 |       2812 |       2771 |       2730 |       2762 |       2470 |       2744 |       2600 |       2656 |       2548 |       2659 |       2508
    miss rate                        |      0.29% |      0.28% |      0.29% |      0.29% |      0.31% |      0.30% |      0.29% |      0.29% |      0.29% |      0.26% |      0.29% |      0.27% |      0.28% |      0.27% |      0.28% |      0.26%
    mpki                             |       1.99 |       1.90 |       1.93 |       1.94 |       2.07 |       2.00 |       1.97 |       1.95 |       1.97 |       1.76 |       1.95 |       1.85 |       1.89 |       1.82 |       1.90 |       1.79
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       3166 |       3045 |       3071 |       3109 |       3299 |       3165 |       3111 |       3088 |       3240 |       2900 |       3223 |       3030 |       3069 |       2995 |       3166 |       2994
    num cache misses                 |       2362 |       2229 |       2243 |       2269 |       2421 |       2312 |       2309 |       2278 |       2301 |       2035 |       2279 |       2183 |       2211 |       2087 |       2215 |       2091
    miss rate                        |     74.61% |     73.20% |     73.04% |     72.98% |     73.39% |     73.05% |     74.22% |     73.77% |     71.02% |     70.17% |     70.71% |     72.05% |     72.04% |     69.68% |     69.96% |     69.84%
    mpki                             |       1.68 |       1.59 |       1.60 |       1.62 |       1.72 |       1.65 |       1.65 |       1.62 |       1.64 |       1.45 |       1.62 |       1.56 |       1.58 |       1.49 |       1.58 |       1.49
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       2676 |       2540 |       2539 |       2597 |       2738 |       2603 |       2582 |       2580 |       2726 |       2388 |       2682 |       2558 |       2560 |       2476 |       2657 |       2524
    num cache misses                 |       1720 |       1678 |       1680 |       1701 |       1901 |       1717 |       1712 |       1684 |       1707 |       1493 |       1647 |       1588 |       1574 |       1531 |       1637 |       1507
    miss rate                        |     64.28% |     66.06% |     66.17% |     65.50% |     69.43% |     65.96% |     66.31% |     65.27% |     62.62% |     62.52% |     61.41% |     62.08% |     61.48% |     61.83% |     61.61% |     59.71%
    mpki                             |       1.23 |       1.20 |       1.20 |       1.21 |       1.35 |       1.22 |       1.22 |       1.20 |       1.22 |       1.06 |       1.17 |       1.13 |       1.12 |       1.09 |       1.17 |       1.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |        131 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     171.58 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     118.15 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          2 |          5 |          4 |          4 |          5 |          4 |          5 |          5 |          5 |          5 |          5 |          4 |          5 |          5 |          7 |          4
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        812 |        842 |        807 |        822 |        863 |        830 |        816 |        805 |        796 |        753 |        799 |        782 |        746 |        737 |        812 |        790
