                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache accesses               |     780184 |    1034842 |    1035955 |    1074158 |     916985 |    1058666 |     796978 |     842483 |     914972 |    1017362 |     925929 |     906293 |     817558 |     791190 |     853332 |    1014287
    num cache misses                 |      82299 |      94422 |      95050 |      95229 |      76193 |      73393 |      61009 |      63630 |      84314 |      80082 |      75466 |      74173 |      73035 |      62650 |      68307 |      73605
    miss rate                        |     10.55% |      9.12% |      9.18% |      8.87% |      8.31% |      6.93% |      7.66% |      7.55% |      9.21% |      7.87% |      8.15% |      8.18% |      8.93% |      7.92% |      8.00% |      7.26%
    mpki                             |      55.00 |      47.08 |      47.34 |      45.69 |      43.05 |      35.74 |      39.88 |      39.26 |      47.75 |      40.64 |      42.21 |      42.42 |      46.49 |      41.26 |      41.59 |      37.47
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      82414 |      94548 |      95196 |      95319 |      76326 |      73525 |      61139 |      63747 |      84439 |      80189 |      75601 |      74295 |      73151 |      62776 |      68434 |      73726
    num cache misses                 |      23359 |      28084 |      27990 |      28263 |      25220 |      25454 |      19224 |      20013 |      25786 |      25526 |      22551 |      22571 |      22384 |      19233 |      21276 |      24053
    miss rate                        |     28.34% |     29.70% |     29.40% |     29.65% |     33.04% |     34.62% |     31.44% |     31.39% |     30.54% |     31.83% |     29.83% |     30.38% |     30.60% |     30.64% |     31.09% |     32.62%
    mpki                             |      15.61 |      14.00 |      13.94 |      13.56 |      14.25 |      12.40 |      12.57 |      12.35 |      14.60 |      12.95 |      12.61 |      12.91 |      14.25 |      12.67 |      12.95 |      12.24
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      23444 |      28184 |      28104 |      28314 |      25324 |      25561 |      19319 |      20101 |      25879 |      25611 |      22652 |      22658 |      22478 |      19328 |      21367 |      24145
    num cache misses                 |      23359 |      28082 |      27989 |      28263 |      25220 |      25454 |      19224 |      20013 |      25785 |      25526 |      22551 |      22571 |      22384 |      19233 |      21275 |      24053
    miss rate                        |     99.64% |     99.64% |     99.59% |     99.82% |     99.59% |     99.58% |     99.51% |     99.56% |     99.64% |     99.67% |     99.55% |     99.62% |     99.58% |     99.51% |     99.57% |     99.62%
    mpki                             |      15.61 |      14.00 |      13.94 |      13.56 |      14.25 |      12.40 |      12.57 |      12.35 |      14.60 |      12.95 |      12.61 |      12.91 |      14.25 |      12.67 |      12.95 |      12.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |        125 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     239.57 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     186.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          3 |          6 |          4 |          5 |          5 |          4 |          4 |          3 |          7 |          4 |          3 |          4 |          4 |          3 |          3 |          9
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |         83 |         90 |         99 |         43 |         92 |         96 |         89 |         78 |         88 |         81 |         90 |         83 |         81 |         84 |         80 |         88
