                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17840426 |   16076663 |   18574448 |   14891402 |   17093024 |   12794031 |   15331854 |   16760537 |   17070684 |   14344031 |   15473081 |   11315075 |   14482619 |   14116055 |   15971168 |   14820551
    num cache misses                 |    1878175 |    1555708 |    1670549 |    1423329 |    1688346 |    1204855 |    1410375 |    1454671 |    1551827 |    1280198 |    1321816 |    1013218 |    1535416 |    1316996 |    1385672 |    1341428
    miss rate                        |     10.53% |      9.68% |      8.99% |      9.56% |      9.88% |      9.42% |      9.20% |      8.68% |      9.09% |      8.92% |      8.54% |      8.95% |     10.60% |      9.33% |      8.68% |      9.05%
    mpki                             |      63.60 |      58.51 |      54.32 |      57.82 |      59.69 |      57.05 |      55.64 |      52.46 |      54.94 |      54.01 |      51.66 |      54.31 |      64.15 |      56.47 |      52.46 |      54.76
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1878232 |    1555765 |    1670612 |    1423390 |    1688415 |    1204904 |    1410429 |    1454734 |    1551890 |    1280257 |    1321883 |    1013274 |    1535488 |    1317050 |    1385726 |    1341486
    num cache misses                 |     587811 |     516971 |     575117 |     470486 |     557773 |     435033 |     510744 |     516696 |     556027 |     479696 |     498979 |     385106 |     513780 |     473547 |     514864 |     489586
    miss rate                        |     31.30% |     33.23% |     34.43% |     33.05% |     33.04% |     36.11% |     36.21% |     35.52% |     35.83% |     37.47% |     37.75% |     38.01% |     33.46% |     35.96% |     37.15% |     36.50%
    mpki                             |      19.91 |      19.44 |      18.70 |      19.11 |      19.72 |      20.60 |      20.15 |      18.63 |      19.68 |      20.24 |      19.50 |      20.64 |      21.47 |      20.30 |      19.49 |      19.99
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     587852 |     517010 |     575164 |     470529 |     557826 |     435066 |     510782 |     516743 |     556073 |     479738 |     499030 |     385146 |     513833 |     473581 |     514902 |     489626
    num cache misses                 |     587811 |     516971 |     575117 |     470486 |     557773 |     435033 |     510744 |     516696 |     556027 |     479696 |     498979 |     385106 |     513780 |     473547 |     514864 |     489586
    miss rate                        |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99% |     99.99%
    mpki                             |      19.91 |      19.44 |      18.70 |      19.11 |      19.72 |      20.60 |      20.15 |      18.63 |      19.68 |      20.24 |      19.50 |      20.64 |      21.47 |      20.30 |      19.49 |      19.99
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |        126 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     259.42 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     205.99 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          3 |          3 |          4 |          7 |          4 |          5 |          4 |          3 |          6 |          5 |          3 |          3 |          3 |          6 |          4 |          3
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |         40 |         39 |         45 |         39 |         51 |         31 |         37 |         47 |         45 |         40 |         47 |         38 |         50 |         35 |         36 |         40
