                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      52573 |      43844 |      46192 |      48273 |      37182 |      42045 |      41788 |      42696 |      48117 |      41156 |      40964 |      44842 |      44939 |      44128 |      45118 |      44928
    num cache misses                 |      52288 |      43589 |      45911 |      47975 |      36962 |      41780 |      41555 |      42418 |      47880 |      40891 |      40706 |      44591 |      44675 |      43892 |      44840 |      44652
    miss rate                        |     99.46% |     99.42% |     99.39% |     99.38% |     99.41% |     99.37% |     99.44% |     99.35% |     99.51% |     99.36% |     99.37% |     99.44% |     99.41% |     99.47% |     99.38% |     99.39%
    mpki                             |      50.83 |      45.20 |      45.30 |      43.72 |      47.46 |      40.72 |      40.87 |      40.84 |      47.99 |      43.28 |      41.78 |      42.11 |      49.15 |      43.43 |      42.95 |      42.77
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      52573 |      43844 |      46192 |      48273 |      37182 |      42045 |      41788 |      42696 |      48117 |      41156 |      40964 |      44842 |      44939 |      44128 |      45118 |      44928
    num cache misses                 |      22126 |      20816 |      22246 |      23611 |      15735 |      20739 |      20883 |      21809 |      20638 |      19616 |      20255 |      22339 |      19019 |      21036 |      21788 |      21867
    miss rate                        |     42.09% |     47.48% |     48.16% |     48.91% |     42.32% |     49.33% |     49.97% |     51.08% |     42.89% |     47.66% |     49.45% |     49.82% |     42.32% |     47.67% |     48.29% |     48.67%
    mpki                             |      21.51 |      21.59 |      21.95 |      21.52 |      20.21 |      20.21 |      20.54 |      21.00 |      20.68 |      20.76 |      20.79 |      21.09 |      20.93 |      20.82 |      20.87 |      20.94
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |        137 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     238.27 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     184.84 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          6 |          8 |          7 |          5 |          4 |          6 |          5 |         10 |          5 |          7 |          5 |          4 |          5 |          4 |          5 |          3
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       9659 |       9773 |      10475 |      11103 |       6879 |       9144 |       9268 |       9789 |       8918 |       9085 |       9277 |      10218 |       8385 |       9527 |      10051 |      10085
