                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache accesses               |      18343 |      18444 |      18163 |      18374 |      18351 |      18372 |      18136 |      18193 |      18358 |      18403 |      18337 |      18331 |      18273 |      18367 |      18383 |      18320
    num cache misses                 |         24 |         24 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.13% |      0.13% |      0.14% |      0.14% |      0.14% |      0.14% |      0.14% |      0.14% |      0.14% |      0.14% |      0.14% |      0.14% |      0.14% |      0.14% |      0.14% |      0.14%
    mpki                             |       0.23 |       0.23 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      54641 |      55005 |      54000 |      54806 |      54706 |      54806 |      53981 |      54210 |      54694 |      54862 |      54636 |      54551 |      54469 |      54844 |      54791 |      54602
    num cache misses                 |       2404 |       2667 |       2313 |       2427 |       2551 |       2427 |       2094 |       2211 |       2536 |       2420 |       2464 |       2356 |       2197 |       2530 |       2419 |       2463
    miss rate                        |      4.40% |      4.85% |      4.28% |      4.43% |      4.66% |      4.43% |      3.88% |      4.08% |      4.64% |      4.41% |      4.51% |      4.32% |      4.03% |      4.61% |      4.41% |      4.51%
    mpki                             |      23.13 |      25.42 |      22.58 |      23.25 |      24.49 |      23.24 |      20.45 |      21.47 |      24.34 |      23.15 |      23.70 |      22.72 |      21.20 |      24.18 |      23.18 |      23.70
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       3180 |       3535 |       3025 |       3222 |       3349 |       3209 |       2737 |       2892 |       3346 |       3109 |       3268 |       3112 |       2860 |       3373 |       3139 |       3279
    num cache misses                 |       1951 |       2163 |       1873 |       1950 |       2120 |       2020 |       1698 |       1773 |       1944 |       1890 |       1978 |       1912 |       1705 |       2045 |       1862 |       1972
    miss rate                        |     61.35% |     61.19% |     61.92% |     60.52% |     63.30% |     62.95% |     62.04% |     61.31% |     58.10% |     60.79% |     60.53% |     61.44% |     59.62% |     60.63% |     59.32% |     60.14%
    mpki                             |      18.77 |      20.62 |      18.28 |      18.68 |      20.35 |      19.34 |      16.58 |      17.22 |      18.66 |      18.08 |      19.02 |      18.44 |      16.45 |      19.54 |      17.84 |      18.98
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       2596 |       2925 |       2497 |       2629 |       2824 |       2684 |       2255 |       2359 |       2633 |       2479 |       2653 |       2564 |       2274 |       2775 |       2473 |       2646
    num cache misses                 |       1451 |       1596 |       1320 |       1422 |       1467 |       1451 |       1237 |       1289 |       1384 |       1347 |       1386 |       1385 |       1221 |       1476 |       1295 |       1420
    miss rate                        |     55.89% |     54.56% |     52.86% |     54.09% |     51.95% |     54.06% |     54.86% |     54.64% |     52.56% |     54.34% |     52.24% |     54.02% |     53.69% |     53.19% |     52.37% |     53.67%
    mpki                             |      13.96 |      15.21 |      12.89 |      13.62 |      14.08 |      13.89 |      12.08 |      12.52 |      13.28 |      12.89 |      13.33 |      13.36 |      11.78 |      14.11 |      12.41 |      13.67
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |        130 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     392.64 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     339.21 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          5 |          4 |          5 |          5 |          6 |          5 |          6 |          4 |          6 |          4 |          4 |          5 |          4 |          7 |          4 |          4
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        824 |        908 |        748 |        824 |        843 |        828 |        716 |        699 |        783 |        759 |        791 |        795 |        687 |        841 |        726 |        819
