                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache accesses               |       4479 |       4507 |       4609 |       4431 |       4390 |       4644 |       4423 |       4433 |       4518 |       4649 |       4500 |       4430 |       4540 |       4502 |       4516 |       4394
    num cache misses                 |       3667 |       3669 |       3706 |       3599 |       3539 |       3763 |       3567 |       3584 |       3665 |       3745 |       3649 |       3585 |       3675 |       3633 |       3675 |       3606
    miss rate                        |     81.87% |     81.41% |     80.41% |     81.22% |     80.62% |     81.03% |     80.65% |     80.85% |     81.12% |     80.55% |     81.09% |     80.93% |     80.95% |     80.70% |     81.38% |     82.07%
    mpki                             |       2.61 |       2.61 |       2.64 |       2.56 |       2.52 |       2.68 |       2.54 |       2.55 |       2.61 |       2.66 |       2.60 |       2.55 |       2.61 |       2.58 |       2.61 |       2.57
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4479 |       4507 |       4609 |       4431 |       4390 |       4644 |       4423 |       4433 |       4518 |       4649 |       4500 |       4430 |       4540 |       4502 |       4516 |       4394
    num cache misses                 |       3667 |       3669 |       3706 |       3599 |       3539 |       3763 |       3567 |       3584 |       3665 |       3745 |       3649 |       3585 |       3675 |       3633 |       3675 |       3606
    miss rate                        |     81.87% |     81.41% |     80.41% |     81.22% |     80.62% |     81.03% |     80.65% |     80.85% |     81.12% |     80.55% |     81.09% |     80.93% |     80.95% |     80.70% |     81.38% |     82.07%
    mpki                             |       2.61 |       2.61 |       2.64 |       2.56 |       2.52 |       2.68 |       2.54 |       2.55 |       2.61 |       2.66 |       2.60 |       2.55 |       2.61 |       2.58 |       2.61 |       2.57
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |        711 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     413.36 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     359.93 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |         14 |         16 |         24 |         17 |         12 |         24 |         14 |         14 |         22 |         19 |         18 |         14 |         23 |         22 |         21 |         15
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1685 |       1696 |       1708 |       1668 |       1640 |       1710 |       1651 |       1671 |       1671 |       1733 |       1696 |       1670 |       1679 |       1632 |       1695 |       1643
