                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache misses                 |         24 |         24 |         25 |         24 |         24 |         24 |         24 |         24 |         24 |         25 |         24 |         24 |         23 |         25 |         25 |         24
    miss rate                        |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     952098 |     952062 |     952047 |     952019 |     952236 |     952318 |     952294 |     951726 |     951996 |     952018 |     952214 |     951802 |     951469 |     952179 |     951849 |     952032
    num cache misses                 |       3454 |       3451 |       3446 |       3432 |       3496 |       3510 |       3523 |       3270 |       3361 |       3377 |       3498 |       3298 |       3323 |       3463 |       3322 |       3442
    miss rate                        |      0.36% |      0.36% |      0.36% |      0.36% |      0.37% |      0.37% |      0.37% |      0.34% |      0.35% |      0.35% |      0.37% |      0.35% |      0.35% |      0.36% |      0.35% |      0.36%
    mpki                             |       2.46 |       2.46 |       2.45 |       2.44 |       2.49 |       2.50 |       2.50 |       2.33 |       2.39 |       2.40 |       2.49 |       2.35 |       2.37 |       2.46 |       2.36 |       2.45
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4238 |       4246 |       4231 |       4213 |       4338 |       4362 |       4372 |       4032 |       4137 |       4209 |       4357 |       4082 |       4070 |       4303 |       4100 |       4244
    num cache misses                 |       3478 |       3475 |       3471 |       3457 |       3520 |       3534 |       3547 |       3294 |       3385 |       3402 |       3522 |       3323 |       3346 |       3488 |       3347 |       3466
    miss rate                        |     82.07% |     81.84% |     82.04% |     82.06% |     81.14% |     81.02% |     81.13% |     81.70% |     81.82% |     80.83% |     80.84% |     81.41% |     82.21% |     81.06% |     81.63% |     81.67%
    mpki                             |       2.47 |       2.47 |       2.47 |       2.46 |       2.50 |       2.51 |       2.52 |       2.35 |       2.41 |       2.42 |       2.50 |       2.37 |       2.38 |       2.48 |       2.38 |       2.47
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4238 |       4246 |       4231 |       4213 |       4338 |       4362 |       4372 |       4032 |       4137 |       4209 |       4357 |       4082 |       4070 |       4303 |       4100 |       4244
    num cache misses                 |       2933 |       2948 |       2929 |       2905 |       2958 |       2932 |       2967 |       2814 |       2880 |       2882 |       3020 |       2836 |       2825 |       2975 |       2872 |       2965
    miss rate                        |     69.21% |     69.43% |     69.23% |     68.95% |     68.19% |     67.22% |     67.86% |     69.79% |     69.62% |     68.47% |     69.31% |     69.48% |     69.41% |     69.14% |     70.05% |     69.86%
    mpki                             |       2.09 |       2.10 |       2.08 |       2.07 |       2.10 |       2.08 |       2.11 |       2.00 |       2.05 |       2.05 |       2.15 |       2.02 |       2.01 |       2.12 |       2.04 |       2.11
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |        218 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     297.73 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     244.31 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          6 |          7 |         10 |          6 |         13 |          6 |          9 |         10 |          6 |          4 |         10 |          4 |         10 |         10 |          9 |         12
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1480 |       1490 |       1488 |       1494 |       1509 |       1513 |       1495 |       1441 |       1473 |       1468 |       1518 |       1457 |       1404 |       1501 |       1464 |       1495
