                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     261510 |     400976 |     405485 |     378677 |     407502 |     374356 |     411693 |     386884 |     373271 |     216515 |     380247 |     310805 |     396695 |     264340 |     321072 |     381729
    num cache misses                 |       9219 |       5772 |       6131 |       5574 |       5807 |       5388 |       6084 |       5695 |       5201 |       2948 |       5613 |       4287 |       5776 |       3653 |       4388 |       5290
    miss rate                        |      3.53% |      1.44% |      1.51% |      1.47% |      1.43% |      1.44% |      1.48% |      1.47% |      1.39% |      1.36% |      1.48% |      1.38% |      1.46% |      1.38% |      1.37% |      1.39%
    mpki                             |      21.43 |       8.71 |       9.15 |       8.91 |       8.62 |       8.72 |       8.94 |       8.91 |       8.44 |       8.30 |       8.94 |       8.37 |       8.81 |       8.40 |       8.29 |       8.39
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       9340 |       5919 |       6298 |       5779 |       5983 |       5525 |       6225 |       5881 |       5335 |       3078 |       5756 |       4457 |       5931 |       3818 |       4547 |       5446
    num cache misses                 |       9233 |       5788 |       6148 |       5590 |       5823 |       5404 |       6099 |       5711 |       5217 |       2964 |       5628 |       4303 |       5792 |       3669 |       4403 |       5305
    miss rate                        |     98.85% |     97.79% |     97.62% |     96.73% |     97.33% |     97.81% |     97.98% |     97.11% |     97.79% |     96.30% |     97.78% |     96.54% |     97.66% |     96.10% |     96.83% |     97.41%
    mpki                             |      21.47 |       8.74 |       9.18 |       8.94 |       8.65 |       8.74 |       8.96 |       8.94 |       8.46 |       8.35 |       8.96 |       8.40 |       8.84 |       8.44 |       8.32 |       8.41
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       9340 |       5919 |       6298 |       5779 |       5983 |       5525 |       6225 |       5881 |       5335 |       3078 |       5756 |       4457 |       5931 |       3818 |       4547 |       5446
    num cache misses                 |       9233 |       5788 |       6148 |       5590 |       5823 |       5404 |       6099 |       5711 |       5217 |       2964 |       5628 |       4303 |       5792 |       3669 |       4403 |       5305
    miss rate                        |     98.85% |     97.79% |     97.62% |     96.73% |     97.33% |     97.81% |     97.98% |     97.11% |     97.79% |     96.30% |     97.78% |     96.54% |     97.66% |     96.10% |     96.83% |     97.41%
    mpki                             |      21.47 |       8.74 |       9.18 |       8.94 |       8.65 |       8.74 |       8.96 |       8.94 |       8.46 |       8.35 |       8.96 |       8.40 |       8.84 |       8.44 |       8.32 |       8.41
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |        406 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     421.46 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     368.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          6 |         10 |         11 |         10 |          9 |         10 |          8 |         12 |          9 |          9 |          8 |          9 |          9 |          8 |         11 |          8
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        100 |        114 |        135 |        171 |        146 |        109 |        118 |        152 |        110 |        105 |        117 |        147 |        123 |        138 |        127 |        129
