                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache accesses               |      32020 |      32020 |      32015 |      32022 |      32022 |      32012 |      32022 |      32023 |      32013 |      32023 |      32015 |      32012 |      32022 |      32013 |      32023 |      32023
    num cache misses                 |         16 |         17 |         17 |         17 |         17 |         16 |         17 |         18 |         16 |         17 |         17 |         16 |         17 |         16 |         17 |         17
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2382212 |    2809174 |    2520249 |    2513836 |    2772828 |    2644458 |    2647012 |    2788387 |    2720321 |    2492961 |    2503397 |    2415855 |    2569964 |    2407252 |    2370844 |    2586303
    num cache misses                 |      12925 |      15112 |      13182 |      13310 |      15394 |      15105 |      14605 |      15362 |      15543 |      14166 |      13812 |      13090 |      14719 |      13530 |      13005 |      14315
    miss rate                        |      0.54% |      0.54% |      0.52% |      0.53% |      0.56% |      0.57% |      0.55% |      0.55% |      0.57% |      0.57% |      0.55% |      0.54% |      0.57% |      0.56% |      0.55% |      0.55%
    mpki                             |       2.75 |       2.72 |       2.65 |       2.68 |       2.81 |       2.89 |       2.79 |       2.79 |       2.89 |       2.88 |       2.79 |       2.75 |       2.90 |       2.85 |       2.78 |       2.80
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14020 |      16156 |      14222 |      14394 |      16446 |      16175 |      15665 |      16261 |      16623 |      15247 |      14886 |      14136 |      15795 |      14640 |      14070 |      15430
    num cache misses                 |      12944 |      15131 |      13202 |      13328 |      15412 |      15123 |      14623 |      15380 |      15559 |      14184 |      13829 |      13106 |      14736 |      13546 |      13022 |      14335
    miss rate                        |     92.33% |     93.66% |     92.83% |     92.59% |     93.71% |     93.50% |     93.35% |     94.58% |     93.60% |     93.03% |     92.90% |     92.71% |     93.30% |     92.53% |     92.55% |     92.90%
    mpki                             |       2.75 |       2.72 |       2.65 |       2.68 |       2.81 |       2.89 |       2.80 |       2.79 |       2.89 |       2.88 |       2.80 |       2.75 |       2.90 |       2.85 |       2.78 |       2.81
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14020 |      16156 |      14222 |      14394 |      16446 |      16175 |      15665 |      16261 |      16623 |      15248 |      14886 |      14136 |      15795 |      14640 |      14070 |      15430
    num cache misses                 |       7933 |       9678 |       7980 |       8087 |       9179 |       9111 |       8630 |       9029 |       9722 |       8528 |       8247 |       7697 |       8811 |       8016 |       7578 |       8538
    miss rate                        |     56.58% |     59.90% |     56.11% |     56.18% |     55.81% |     56.33% |     55.09% |     55.53% |     58.49% |     55.93% |     55.40% |     54.45% |     55.78% |     54.75% |     53.86% |     55.33%
    mpki                             |       1.69 |       1.74 |       1.60 |       1.63 |       1.67 |       1.74 |       1.65 |       1.64 |       1.81 |       1.73 |       1.67 |       1.61 |       1.74 |       1.69 |       1.62 |       1.67
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      36717 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      58.00 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.57 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     16.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2311 |       3271 |       2410 |       2340 |       4770 |       4723 |       4682 |       4671 |       4819 |       4506 |       4440 |       4123 |       4744 |       4382 |       4171 |       4679
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4008 |       4665 |       4006 |       4100 |       2802 |       2816 |       2515 |       2825 |       3128 |       2339 |       2172 |       2107 |       2195 |       1931 |       1765 |       2054
