                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     210020 |     210017 |     210012 |     210012 |     210013 |     210013 |     210012 |     210013 |     210013 |     210017 |     210010 |     210021 |     210012 |     210013 |     210012 |     210012
    num cache misses                 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         14 |         16 |         15 |         15 |         15 |         15
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   41370881 |   47326961 |   45268040 |   47540548 |   44611584 |   47482230 |   47037308 |   43707058 |   44993145 |   46667164 |   47411778 |   37768327 |   45091897 |   47102442 |   45550775 |   39931388
    num cache misses                 |      19442 |      22199 |      21201 |      22398 |      21317 |      22517 |      22307 |      20725 |      21501 |      22166 |      22450 |      18024 |      21497 |      22480 |      21592 |      19044
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      20433 |      23239 |      22195 |      23398 |      22386 |      23535 |      23328 |      21760 |      22549 |      23183 |      23442 |      19090 |      22594 |      23497 |      22604 |      20052
    num cache misses                 |      19457 |      22215 |      21216 |      22413 |      21332 |      22532 |      22322 |      20740 |      21516 |      22181 |      22464 |      18040 |      21512 |      22495 |      21607 |      19059
    miss rate                        |     95.22% |     95.59% |     95.59% |     95.79% |     95.29% |     95.74% |     95.69% |     95.31% |     95.42% |     95.68% |     95.83% |     94.50% |     95.21% |     95.74% |     95.59% |     95.05%
    mpki                             |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      20433 |      23239 |      22195 |      23398 |      22386 |      23535 |      23328 |      21760 |      22550 |      23183 |      23442 |      19090 |      22594 |      23497 |      22604 |      20052
    num cache misses                 |      10646 |      12596 |      11742 |      12743 |      12126 |      13001 |      12865 |      11867 |      12212 |      12727 |      13077 |      10073 |      12096 |      13143 |      12306 |      10560
    miss rate                        |     52.10% |     54.20% |     52.90% |     54.46% |     54.17% |     55.24% |     55.15% |     54.54% |     54.16% |     54.90% |     55.78% |     52.77% |     53.54% |     55.93% |     54.44% |     52.66%
    mpki                             |       0.13 |       0.13 |       0.13 |       0.13 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.13 |       0.13 |       0.14 |       0.14 |       0.13
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      47799 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      55.88 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       2.45 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2496 |       3067 |       2805 |       3099 |       6546 |       6966 |       6938 |       6390 |       7493 |       7800 |       7995 |       6180 |       8057 |       8666 |       8189 |       6935
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       6217 |       7238 |       6770 |       7241 |       3276 |       3530 |       3496 |       3209 |       2383 |       2480 |       2565 |       1987 |       1701 |       1908 |       1716 |       1526
