                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache accesses               |       5824 |       5050 |       5528 |       5636 |       5359 |       5243 |       4138 |       5290 |       4817 |       4606 |       5077 |       3809 |       5278 |       5063 |       5334 |       5072
    num cache misses                 |       3446 |       2769 |       3200 |       3224 |       2983 |       3065 |       2201 |       2969 |       2507 |       2430 |       2916 |       1923 |       2916 |       2817 |       2977 |       2759
    miss rate                        |     59.17% |     54.83% |     57.89% |     57.20% |     55.66% |     58.46% |     53.19% |     56.12% |     52.04% |     52.76% |     57.44% |     50.49% |     55.25% |     55.64% |     55.81% |     54.40%
    mpki                             |       3.89 |       3.69 |       3.90 |       3.82 |       4.03 |       4.23 |       3.82 |       3.90 |       3.97 |       3.81 |       3.96 |       3.76 |       3.71 |       3.89 |       3.95 |       3.61
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       3810 |       3213 |       3624 |       3658 |       3452 |       3488 |       2602 |       3407 |       3004 |       2868 |       3359 |       2347 |       3292 |       3246 |       3443 |       3184
    num cache misses                 |       3421 |       2739 |       3186 |       3183 |       2961 |       3037 |       2189 |       2944 |       2489 |       2400 |       2896 |       1899 |       2902 |       2805 |       2954 |       2733
    miss rate                        |     89.79% |     85.25% |     87.91% |     87.01% |     85.78% |     87.07% |     84.13% |     86.41% |     82.86% |     83.68% |     86.22% |     80.91% |     88.15% |     86.41% |     85.80% |     85.84%
    mpki                             |       3.86 |       3.65 |       3.88 |       3.77 |       4.00 |       4.20 |       3.80 |       3.86 |       3.94 |       3.77 |       3.93 |       3.71 |       3.70 |       3.88 |       3.92 |       3.58
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10085 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      62.49 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.06 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     23.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        572 |        431 |        453 |        438 |        745 |        712 |        492 |        669 |        598 |        532 |        904 |        405 |        714 |        698 |        665 |        621
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1205 |        811 |        974 |        985 |        633 |        655 |        422 |        577 |        482 |        432 |        593 |        320 |        608 |        570 |        611 |        559
