                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache accesses               |      32018 |      32017 |      32017 |      32015 |      32022 |      32014 |      32017 |      32017 |      32022 |      32017 |      32017 |      32022 |      32022 |      32017 |      32017 |      32017
    num cache misses                 |         16 |         17 |         17 |         16 |         17 |         16 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1105041 |    1290811 |    1141344 |    1355284 |    1256590 |    1215411 |    1078020 |    1350619 |    1264367 |    1227734 |    1331475 |    1289628 |    1250972 |    1317010 |    1319079 |    1240062
    num cache misses                 |      13775 |      13571 |      12441 |      14124 |      13294 |      13043 |      11746 |      14002 |      13536 |      12886 |      13790 |      13576 |      13247 |      13809 |      13741 |      13240
    miss rate                        |      1.25% |      1.05% |      1.09% |      1.04% |      1.06% |      1.07% |      1.09% |      1.04% |      1.07% |      1.05% |      1.04% |      1.05% |      1.06% |      1.05% |      1.04% |      1.07%
    mpki                             |       6.42 |       5.39 |       5.60 |       5.33 |       5.43 |       5.51 |       5.61 |       5.31 |       5.49 |       5.39 |       5.30 |       5.40 |       5.43 |       5.37 |       5.34 |       5.48
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14976 |      14632 |      13486 |      14921 |      14300 |      14096 |      12703 |      15001 |      14560 |      13950 |      14769 |      14617 |      14241 |      14872 |      14724 |      14198
    num cache misses                 |      13791 |      13588 |      12458 |      14140 |      13311 |      13059 |      11763 |      14019 |      13553 |      12903 |      13807 |      13593 |      13264 |      13826 |      13758 |      13257
    miss rate                        |     92.09% |     92.86% |     92.38% |     94.77% |     93.08% |     92.64% |     92.60% |     93.45% |     93.08% |     92.49% |     93.49% |     92.99% |     93.14% |     92.97% |     93.44% |     93.37%
    mpki                             |       6.42 |       5.40 |       5.61 |       5.34 |       5.43 |       5.52 |       5.62 |       5.31 |       5.50 |       5.39 |       5.31 |       5.40 |       5.44 |       5.38 |       5.34 |       5.48
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14976 |      14632 |      13486 |      14921 |      14300 |      14096 |      12703 |      15001 |      14560 |      13950 |      14769 |      14617 |      14241 |      14872 |      14724 |      14198
    num cache misses                 |      13791 |      13588 |      12458 |      14140 |      13311 |      13059 |      11763 |      14019 |      13553 |      12903 |      13807 |      13593 |      13264 |      13826 |      13758 |      13257
    miss rate                        |     92.09% |     92.86% |     92.38% |     94.77% |     93.08% |     92.64% |     92.60% |     93.45% |     93.08% |     92.49% |     93.49% |     92.99% |     93.14% |     92.97% |     93.44% |     93.37%
    mpki                             |       6.42 |       5.40 |       5.61 |       5.34 |       5.43 |       5.52 |       5.62 |       5.31 |       5.50 |       5.39 |       5.31 |       5.40 |       5.44 |       5.38 |       5.34 |       5.48
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     179331 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      94.83 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.40 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     77.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       9281 |      11069 |      10259 |      11780 |      10940 |      10880 |       9797 |      11617 |      11341 |      10782 |      11511 |      11389 |      11187 |      11515 |      11528 |      11352
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3464 |       1741 |       1445 |       1820 |       1606 |       1436 |       1281 |       1650 |       1492 |       1394 |       1625 |       1466 |       1411 |       1527 |       1550 |       1306
