                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache misses                 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         15
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.02 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     595349 |     641843 |     674754 |     506884 |     444033 |     562872 |     601743 |     661825 |     577872 |     613267 |     636612 |     503175 |     613284 |     591426 |     509205 |     645912
    num cache misses                 |      54349 |      55105 |      57158 |      44203 |      39953 |      49669 |      53312 |      57127 |      54448 |      57044 |      56425 |      42715 |      58188 |      53678 |      44426 |      55754
    miss rate                        |      9.13% |      8.59% |      8.47% |      8.72% |      9.00% |      8.82% |      8.86% |      8.63% |      9.42% |      9.30% |      8.86% |      8.49% |      9.49% |      9.08% |      8.72% |      8.63%
    mpki                             |      48.24 |      45.18 |      44.47 |      46.54 |      48.49 |      46.78 |      46.79 |      45.35 |      49.88 |      49.07 |      46.66 |      45.33 |      50.05 |      47.98 |      46.55 |      45.41
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      54472 |      55234 |      57296 |      44326 |      40077 |      49780 |      53457 |      57261 |      54578 |      57189 |      56535 |      42834 |      58336 |      53804 |      44551 |      55870
    num cache misses                 |      54365 |      55121 |      57174 |      44219 |      39969 |      49685 |      53329 |      57143 |      54464 |      57060 |      56441 |      42731 |      58204 |      53694 |      44442 |      55770
    miss rate                        |     99.80% |     99.80% |     99.79% |     99.76% |     99.73% |     99.81% |     99.76% |     99.79% |     99.79% |     99.77% |     99.83% |     99.76% |     99.77% |     99.80% |     99.76% |     99.82%
    mpki                             |      48.25 |      45.20 |      44.48 |      46.56 |      48.51 |      46.80 |      46.80 |      45.37 |      49.89 |      49.09 |      46.68 |      45.35 |      50.07 |      47.99 |      46.57 |      45.42
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      54472 |      55235 |      57296 |      44326 |      40077 |      49780 |      53458 |      57261 |      54578 |      57189 |      56535 |      42834 |      58336 |      53804 |      44551 |      55870
    num cache misses                 |      23589 |      27017 |      28495 |      20660 |      19562 |      27152 |      30132 |      33984 |      27023 |      32348 |      30502 |      22865 |      28334 |      29055 |      22953 |      30230
    miss rate                        |     43.30% |     48.91% |     49.73% |     46.61% |     48.81% |     54.54% |     56.37% |     59.35% |     49.51% |     56.56% |     53.95% |     53.38% |     48.57% |     54.00% |     51.52% |     54.11%
    mpki                             |      20.94 |      22.15 |      22.17 |      21.75 |      23.74 |      25.57 |      26.45 |      26.98 |      24.75 |      27.83 |      25.23 |      24.27 |      24.37 |      25.97 |      24.05 |      24.62
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |        127 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     201.79 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     148.36 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          3 |          5 |          5 |          5 |          5 |          6 |          4 |          6 |          4 |          3 |          3 |          7 |          4 |          4 |          7 |          3
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      10974 |      12433 |      12690 |      10118 |       8506 |      11683 |      12397 |      13020 |      11792 |      13065 |      13007 |      10569 |      12109 |      12422 |      10554 |      13173
