                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache misses                 |       2758 |       2317 |       1256 |       2171 |       1653 |       2286 |       1840 |       1690 |       2229 |       2108 |       2286 |       2090 |       1477 |       1619 |       2291 |       2162
    miss rate                        |      3.70% |      2.40% |      1.87% |      2.26% |      2.05% |      2.33% |      2.13% |      2.16% |      2.29% |      2.30% |      2.36% |      2.43% |      2.02% |      2.05% |      2.29% |      2.35%
    mpki                             |      21.23 |      13.31 |      10.89 |      12.56 |      11.64 |      12.93 |      11.95 |      12.32 |      12.71 |      12.85 |      13.07 |      13.65 |      11.64 |      11.65 |      12.67 |      13.11
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       3351 |       3075 |       1681 |       2910 |       2227 |       3105 |       2480 |       2257 |       2976 |       2830 |       3036 |       2823 |       1993 |       2190 |       3034 |       2915
    num cache misses                 |       2775 |       2332 |       1272 |       2187 |       1669 |       2302 |       1856 |       1706 |       2245 |       2123 |       2303 |       2106 |       1492 |       1636 |       2307 |       2178
    miss rate                        |     82.81% |     75.84% |     75.67% |     75.15% |     74.94% |     74.14% |     74.84% |     75.59% |     75.44% |     75.02% |     75.86% |     74.60% |     74.86% |     74.70% |     76.04% |     74.72%
    mpki                             |      21.36 |      13.40 |      11.03 |      12.65 |      11.76 |      13.02 |      12.06 |      12.44 |      12.80 |      12.94 |      13.17 |      13.75 |      11.76 |      11.77 |      12.75 |      13.21
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       3351 |       3075 |       1681 |       2910 |       2227 |       3105 |       2480 |       2257 |       2976 |       2830 |       3036 |       2823 |       1993 |       2190 |       3034 |       2915
    num cache misses                 |       2775 |       2332 |       1272 |       2187 |       1669 |       2302 |       1856 |       1706 |       2245 |       2123 |       2303 |       2106 |       1492 |       1636 |       2307 |       2178
    miss rate                        |     82.81% |     75.84% |     75.67% |     75.15% |     74.94% |     74.14% |     74.84% |     75.59% |     75.44% |     75.02% |     75.86% |     74.60% |     74.86% |     74.70% |     76.04% |     74.72%
    mpki                             |      21.36 |      13.40 |      11.03 |      12.65 |      11.76 |      13.02 |      12.06 |      12.44 |      12.80 |      12.94 |      13.17 |      13.75 |      11.76 |      11.77 |      12.75 |      13.21
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       6058 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     108.52 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      55.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     26.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        311 |        408 |        207 |        412 |        317 |        437 |        363 |        299 |        431 |        408 |        409 |        422 |        241 |        282 |        385 |        422
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        321 |        316 |        199 |        298 |        232 |        352 |        258 |        240 |        288 |        299 |        299 |        280 |        247 |        272 |        328 |        297
