                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    mpki                             |       1.72 |       1.60 |       1.58 |       1.56 |       1.67 |       1.57 |       1.65 |       1.65 |       1.74 |       1.61 |       1.58 |       1.59 |       1.58 |       1.63 |       1.56 |       1.59
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12319 |      11309 |      10353 |      10417 |      12656 |      10488 |      12736 |      12598 |      13362 |      11196 |      11367 |      11896 |      11791 |      12605 |      11589 |      11996
    num cache misses                 |       9471 |       8831 |       8025 |       8092 |       9878 |       7984 |      10120 |      10056 |      10331 |       8817 |       8991 |       9316 |       9181 |       9903 |       8937 |       9342
    miss rate                        |     76.88% |     78.09% |     77.51% |     77.68% |     78.05% |     76.13% |     79.46% |     79.82% |     77.32% |     78.75% |     79.10% |     78.31% |     77.86% |     78.56% |     77.12% |     77.88%
    mpki                             |       1.47 |       1.41 |       1.39 |       1.37 |       1.45 |       1.35 |       1.45 |       1.45 |       1.49 |       1.43 |       1.40 |       1.38 |       1.37 |       1.41 |       1.34 |       1.38
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |         75 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     227.17 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     173.74 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          1 |          3 |          5 |          3 |          3 |          3 |          3 |          3 |          3 |          6 |          3 |          6 |          3 |          3 |          3 |          3
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3703 |       2930 |       2233 |       2066 |       3419 |       2439 |       3271 |       3056 |       3893 |       2935 |       2793 |       2568 |       3113 |       3292 |       2848 |       2756
