                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache accesses               |       7235 |       5112 |       6778 |       5145 |       4235 |       6447 |       6612 |       6028 |       5645 |       6219 |       5631 |       6374 |       6222 |       5960 |       6047 |       5115
    num cache misses                 |       2911 |       2424 |       3056 |       2484 |       1989 |       2676 |       2745 |       2752 |       2284 |       2786 |       2566 |       3083 |       2802 |       2530 |       2706 |       2307
    miss rate                        |     40.23% |     47.42% |     45.09% |     48.28% |     46.97% |     41.51% |     41.52% |     45.65% |     40.46% |     44.80% |     45.57% |     48.37% |     45.03% |     42.45% |     44.75% |     45.10%
    mpki                             |      18.27 |      17.77 |      19.03 |      18.17 |      17.37 |      16.26 |      17.30 |      19.05 |      16.29 |      18.26 |      17.51 |      18.45 |      18.57 |      17.70 |      17.93 |      17.41
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |         73 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     248.02 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     194.59 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          6 |          4 |          3 |          3 |          3 |          3 |          3 |          4 |          4 |          4 |          3 |          3 |          4 |          4 |          3 |          3
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1300 |       1043 |       1420 |       1078 |        877 |       1392 |       1346 |       1318 |       1034 |       1281 |       1161 |       1293 |       1304 |       1232 |       1268 |       1056
