                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    miss rate                        |      1.31% |      1.32% |      1.32% |      1.38% |      1.33% |      1.43% |      1.37% |      1.44% |      1.36% |      1.36% |      1.38% |      1.38% |      1.39% |      1.41% |      1.36% |      1.36%
    mpki                             |       6.77 |       6.82 |       6.79 |       7.14 |       6.85 |       7.36 |       7.02 |       7.42 |       6.98 |       6.99 |       7.09 |       7.16 |       7.11 |       7.24 |       6.99 |       7.01
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4146 |       4089 |       5379 |       4671 |       5337 |       5512 |       5720 |       5105 |       5549 |       5646 |       5612 |       4638 |       5613 |       5598 |       5396 |       5574
    num cache misses                 |       3545 |       3473 |       4780 |       4146 |       4612 |       4823 |       5156 |       4461 |       4946 |       5068 |       4864 |       3984 |       5065 |       4960 |       4775 |       4923
    miss rate                        |     85.50% |     84.94% |     88.86% |     88.76% |     86.42% |     87.50% |     90.14% |     87.38% |     89.13% |     89.76% |     86.67% |     85.90% |     90.24% |     88.60% |     88.49% |     88.32%
    mpki                             |       6.80 |       6.85 |       6.82 |       7.17 |       6.87 |       7.38 |       7.05 |       7.45 |       7.00 |       7.02 |       7.11 |       7.19 |       7.13 |       7.26 |       7.02 |       7.04
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4146 |       4089 |       5379 |       4671 |       5337 |       5512 |       5720 |       5105 |       5549 |       5646 |       5612 |       4638 |       5613 |       5598 |       5396 |       5574
    num cache misses                 |       2330 |       2311 |       3463 |       2815 |       2906 |       3168 |       3465 |       2979 |       3237 |       3456 |       3272 |       2655 |       3223 |       3171 |       3119 |       3128
    miss rate                        |     56.20% |     56.52% |     64.38% |     60.27% |     54.45% |     57.47% |     60.58% |     58.35% |     58.33% |     61.21% |     58.30% |     57.24% |     57.42% |     56.65% |     57.80% |     56.12%
    mpki                             |       4.47 |       4.56 |       4.94 |       4.87 |       4.33 |       4.85 |       4.74 |       4.97 |       4.58 |       4.78 |       4.78 |       4.79 |       4.54 |       4.64 |       4.58 |       4.47
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10476 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      62.04 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       8.61 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     21.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        421 |        467 |        856 |        598 |       1178 |       1236 |       1357 |       1157 |       1320 |       1375 |       1300 |       1075 |       1415 |       1374 |       1377 |       1339
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1205 |       1152 |       1687 |       1439 |       1005 |       1095 |       1247 |       1006 |       1105 |       1190 |       1147 |        828 |       1066 |       1017 |        988 |        966
