                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    mpki                             |       0.11 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10770 |      11659 |      12259 |      12337 |      10705 |      11391 |      12408 |      12855 |      12626 |      12644 |      11587 |      12877 |      12697 |      12587 |      11102 |      11900
    num cache misses                 |       9569 |      10483 |      11086 |      11181 |       9527 |      10203 |      11192 |      11686 |      11438 |      11447 |      10409 |      11701 |      11512 |      11413 |       9920 |      10699
    miss rate                        |     88.85% |     89.91% |     90.43% |     90.63% |     89.00% |     89.57% |     90.20% |     90.91% |     90.59% |     90.53% |     89.83% |     90.87% |     90.67% |     90.67% |     89.35% |     89.91%
    mpki                             |       0.11 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      45115 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      56.24 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       2.81 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1546 |       1786 |       1979 |       1882 |       2579 |       2637 |       3052 |       3325 |       3390 |       3337 |       2862 |       3085 |       3952 |       3656 |       2929 |       3037
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2575 |       2626 |       2711 |       2621 |       1374 |       1466 |       1524 |       1482 |       1426 |       1301 |       1106 |       1266 |       1178 |       1111 |        904 |        924
